boot_id,msg_seq,dev_ts_ms,host_ts,mode,raw_m,est_m,fps,meas_status,track_state,has_estimate,consecutive_valids,consecutive_invalids,last_good_ts_ms,restart_count,system_error,rate_mps,predicted_m,residual_m,rejected_by_gate,reject_reason,estimator_mode,test_id,cfg_alpha,cfg_beta,cfg_gate_m,cfg_min_dt_s,cfg_max_reject,cfg_preset_id,predict_hold_count,fw_version,schema_version
boot_a1b2c3d4,0,0,2026-08-15T14:42:00.000,RAW,50.158,50.158,10,VALID,RAW,1,1,0,0,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,1,100,2026-08-15T14:42:00.100,RAW,49.991,49.991,10,VALID,RAW,1,2,0,100,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,2,200,2026-08-15T14:42:00.200,RAW,50.11,50.11,10,VALID,RAW,1,3,0,200,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,3,300,2026-08-15T14:42:00.300,RAW,49.976,49.976,10,VALID,RAW,1,4,0,300,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,4,400,2026-08-15T14:42:00.400,RAW,50.022,50.022,10,VALID,RAW,1,5,0,400,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,5,500,2026-08-15T14:42:00.500,RAW,49.931,49.931,10,VALID,RAW,1,6,0,500,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,6,600,2026-08-15T14:42:00.600,RAW,50.156,50.156,10,VALID,RAW,1,7,0,600,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,7,700,2026-08-15T14:42:00.700,RAW,50.03,50.03,10,VALID,RAW,1,8,0,700,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,8,800,2026-08-15T14:42:00.800,RAW,50.081,50.081,10,VALID,RAW,1,9,0,800,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,9,900,2026-08-15T14:42:00.900,RAW,50.034,50.034,10,VALID,RAW,1,10,0,900,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
