boot_id,msg_seq,dev_ts_ms,host_ts,mode,raw_m,est_m,fps,meas_status,track_state,has_estimate,consecutive_valids,consecutive_invalids,last_good_ts_ms,restart_count,system_error,rate_mps,predicted_m,residual_m,rejected_by_gate,reject_reason,estimator_mode,test_id,cfg_alpha,cfg_beta,cfg_gate_m,cfg_min_dt_s,cfg_max_reject,cfg_preset_id,predict_hold_count,fw_version,schema_version
boot_a1b2c3d4,0,0,2026-08-15T14:36:00.000,RAW,100.153,100.153,10,VALID,RAW,1,1,0,0,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,1,100,2026-08-15T14:36:00.100,RAW,99.951,99.951,10,VALID,RAW,1,2,0,100,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,2,200,2026-08-15T14:36:00.200,RAW,99.829,99.829,10,VALID,RAW,1,3,0,200,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,3,300,2026-08-15T14:36:00.300,RAW,100.119,100.119,10,VALID,RAW,1,4,0,300,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,4,400,2026-08-15T14:36:00.400,RAW,100.089,100.089,10,VALID,RAW,1,5,0,400,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,5,500,2026-08-15T14:36:00.500,RAW,99.882,99.882,10,VALID,RAW,1,6,0,500,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,6,600,2026-08-15T14:36:00.600,RAW,99.947,99.947,10,VALID,RAW,1,7,0,600,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,7,700,2026-08-15T14:36:00.700,RAW,100.027,100.027,10,VALID,RAW,1,8,0,700,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,8,800,2026-08-15T14:36:00.800,RAW,99.896,99.896,10,VALID,RAW,1,9,0,800,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,9,900,2026-08-15T14:36:00.900,RAW,100.029,100.029,10,VALID,RAW,1,10,0,900,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,10,1000,2026-08-15T14:36:01.000,RAW,100.106,100.106,10,VALID,RAW,1,11,0,1000,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,11,1100,2026-08-15T14:36:01.100,RAW,99.782,99.782,10,VALID,RAW,1,12,0,1100,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,12,1200,2026-08-15T14:36:01.200,RAW,99.973,99.973,10,VALID,RAW,1,13,0,1200,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,13,1300,2026-08-15T14:36:01.300,RAW,99.79,99.79,10,VALID,RAW,1,14,0,1300,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,14,1400,2026-08-15T14:36:01.400,RAW,100.054,100.054,10,VALID,RAW,1,15,0,1400,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,15,1500,2026-08-15T14:36:01.500,RAW,100.016,100.016,10,VALID,RAW,1,16,0,1500,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,16,1600,2026-08-15T14:36:01.600,RAW,100.098,100.098,10,VALID,RAW,1,17,0,1600,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,17,1700,2026-08-15T14:36:01.700,RAW,100.041,100.041,10,VALID,RAW,1,18,0,1700,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,18,1800,2026-08-15T14:36:01.800,RAW,100.053,100.053,10,VALID,RAW,1,19,0,1800,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,19,1900,2026-08-15T14:36:01.900,RAW,100.218,100.218,10,VALID,RAW,1,20,0,1900,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,20,2000,2026-08-15T14:36:02.000,RAW,99.999,99.999,10,VALID,RAW,1,21,0,2000,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,21,2100,2026-08-15T14:36:02.100,RAW,100.148,100.148,10,VALID,RAW,1,22,0,2100,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,22,2200,2026-08-15T14:36:02.200,RAW,99.902,99.902,10,VALID,RAW,1,23,0,2200,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,23,2300,2026-08-15T14:36:02.300,RAW,99.871,99.871,10,VALID,RAW,1,24,0,2300,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,24,2400,2026-08-15T14:36:02.400,RAW,100.061,100.061,10,VALID,RAW,1,25,0,2400,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,25,2500,2026-08-15T14:36:02.500,RAW,100.189,100.189,10,VALID,RAW,1,26,0,2500,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,26,2600,2026-08-15T14:36:02.600,RAW,99.968,99.968,10,VALID,RAW,1,27,0,2600,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,27,2700,2026-08-15T14:36:02.700,RAW,100.219,100.219,10,VALID,RAW,1,28,0,2700,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,28,2800,2026-08-15T14:36:02.800,RAW,100.125,100.125,10,VALID,RAW,1,29,0,2800,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,29,2900,2026-08-15T14:36:02.900,RAW,99.912,99.912,10,VALID,RAW,1,30,0,2900,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,30,3000,2026-08-15T14:36:03.000,RAW,0.0,,10,INVALID,RAW,0,0,30,2900,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,31,3100,2026-08-15T14:36:03.100,RAW,99.981,99.981,10,VALID,RAW,1,32,0,3100,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,32,3200,2026-08-15T14:36:03.200,RAW,100.057,100.057,10,VALID,RAW,1,33,0,3200,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,33,3300,2026-08-15T14:36:03.300,RAW,99.926,99.926,10,VALID,RAW,1,34,0,3300,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,34,3400,2026-08-15T14:36:03.400,RAW,99.752,99.752,10,VALID,RAW,1,35,0,3400,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,35,3500,2026-08-15T14:36:03.500,RAW,0.0,,10,INVALID,RAW,0,0,30,3400,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,36,3600,2026-08-15T14:36:03.600,RAW,100.135,100.135,10,VALID,RAW,1,37,0,3600,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,37,3700,2026-08-15T14:36:03.700,RAW,100.007,100.007,10,VALID,RAW,1,38,0,3700,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,38,3800,2026-08-15T14:36:03.800,RAW,99.666,99.666,10,VALID,RAW,1,39,0,3800,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,39,3900,2026-08-15T14:36:03.900,RAW,99.983,99.983,10,VALID,RAW,1,40,0,3900,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,40,4000,2026-08-15T14:36:04.000,RAW,99.956,99.956,10,VALID,RAW,1,41,0,4000,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,41,4100,2026-08-15T14:36:04.100,RAW,100.194,100.194,10,VALID,RAW,1,42,0,4100,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,42,4200,2026-08-15T14:36:04.200,RAW,100.033,100.033,10,VALID,RAW,1,43,0,4200,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,43,4300,2026-08-15T14:36:04.300,RAW,100.057,100.057,10,VALID,RAW,1,44,0,4300,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,44,4400,2026-08-15T14:36:04.400,RAW,100.263,100.263,10,VALID,RAW,1,45,0,4400,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,45,4500,2026-08-15T14:36:04.500,RAW,99.899,99.899,10,VALID,RAW,1,46,0,4500,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,46,4600,2026-08-15T14:36:04.600,RAW,99.716,99.716,10,VALID,RAW,1,47,0,4600,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,47,4700,2026-08-15T14:36:04.700,RAW,99.845,99.845,10,VALID,RAW,1,48,0,4700,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,48,4800,2026-08-15T14:36:04.800,RAW,99.734,99.734,10,VALID,RAW,1,49,0,4800,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,49,4900,2026-08-15T14:36:04.900,RAW,99.833,99.833,10,VALID,RAW,1,50,0,4900,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,50,5000,2026-08-15T14:36:05.000,RAW,99.768,99.768,10,VALID,RAW,1,51,0,5000,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,51,5100,2026-08-15T14:36:05.100,RAW,100.095,100.095,10,VALID,RAW,1,52,0,5100,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,52,5200,2026-08-15T14:36:05.200,RAW,100.141,100.141,10,VALID,RAW,1,53,0,5200,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,53,5300,2026-08-15T14:36:05.300,RAW,100.011,100.011,10,VALID,RAW,1,54,0,5300,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,54,5400,2026-08-15T14:36:05.400,RAW,100.105,100.105,10,VALID,RAW,1,55,0,5400,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,55,5500,2026-08-15T14:36:05.500,RAW,100.195,100.195,10,VALID,RAW,1,56,0,5500,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,56,5600,2026-08-15T14:36:05.600,RAW,99.968,99.968,10,VALID,RAW,1,57,0,5600,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,57,5700,2026-08-15T14:36:05.700,RAW,100.185,100.185,10,VALID,RAW,1,58,0,5700,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,58,5800,2026-08-15T14:36:05.800,RAW,100.07,100.07,10,VALID,RAW,1,59,0,5800,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,59,5900,2026-08-15T14:36:05.900,RAW,100.352,100.352,10,VALID,RAW,1,60,0,5900,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,60,6000,2026-08-15T14:36:06.000,RAW,100.238,100.238,10,VALID,RAW,1,61,0,6000,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,61,6100,2026-08-15T14:36:06.100,RAW,100.593,100.593,10,VALID,RAW,1,62,0,6100,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
