boot_id,msg_seq,dev_ts_ms,host_ts,mode,raw_m,est_m,fps,meas_status,track_state,has_estimate,consecutive_valids,consecutive_invalids,last_good_ts_ms,restart_count,system_error,rate_mps,predicted_m,residual_m,rejected_by_gate,reject_reason,estimator_mode,test_id,cfg_alpha,cfg_beta,cfg_gate_m,cfg_min_dt_s,cfg_max_reject,cfg_preset_id,predict_hold_count,fw_version,schema_version
boot_a1b2c3d4,0,0,2026-08-15T14:48:00.000,RAW,19.99,19.99,10,VALID,RAW,1,1,0,0,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,1,100,2026-08-15T14:48:00.100,RAW,19.869,19.869,10,VALID,RAW,1,2,0,100,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,2,200,2026-08-15T14:48:00.200,RAW,19.972,19.972,10,VALID,RAW,1,3,0,200,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,3,300,2026-08-15T14:48:00.300,RAW,20.08,20.08,10,VALID,RAW,1,4,0,300,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,4,400,2026-08-15T14:48:00.400,RAW,19.967,19.967,10,VALID,RAW,1,5,0,400,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,5,500,2026-08-15T14:48:00.500,RAW,19.978,19.978,10,VALID,RAW,1,6,0,500,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,6,600,2026-08-15T14:48:00.600,RAW,20.113,20.113,10,VALID,RAW,1,7,0,600,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,7,700,2026-08-15T14:48:00.700,RAW,19.945,19.945,10,VALID,RAW,1,8,0,700,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,8,800,2026-08-15T14:48:00.800,RAW,19.983,19.983,10,VALID,RAW,1,9,0,800,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,9,900,2026-08-15T14:48:00.900,RAW,20.059,20.059,10,VALID,RAW,1,10,0,900,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,10,1000,2026-08-15T14:48:01.000,RAW,19.999,19.999,10,VALID,RAW,1,11,0,1000,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,11,1100,2026-08-15T14:48:01.100,RAW,20.232,20.232,10,VALID,RAW,1,12,0,1100,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,12,1200,2026-08-15T14:48:01.200,RAW,19.906,19.906,10,VALID,RAW,1,13,0,1200,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,13,1300,2026-08-15T14:48:01.300,RAW,20.187,20.187,10,VALID,RAW,1,14,0,1300,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,14,1400,2026-08-15T14:48:01.400,RAW,19.953,19.953,10,VALID,RAW,1,15,0,1400,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,15,1500,2026-08-15T14:48:01.500,RAW,20.113,20.113,10,VALID,RAW,1,16,0,1500,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,16,1600,2026-08-15T14:48:01.600,RAW,20.027,20.027,10,VALID,RAW,1,17,0,1600,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,17,1700,2026-08-15T14:48:01.700,RAW,0.0,,10,INVALID,RAW,0,0,18,1600,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,18,1800,2026-08-15T14:48:01.800,RAW,0.0,,10,INVALID,RAW,0,0,19,1700,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,19,1900,2026-08-15T14:48:01.900,RAW,20.149,20.149,10,VALID,RAW,1,20,0,1900,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,20,2000,2026-08-15T14:48:02.000,RAW,19.971,19.971,10,VALID,RAW,1,21,0,2000,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,21,2100,2026-08-15T14:48:02.100,RAW,20.054,20.054,10,VALID,RAW,1,22,0,2100,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,22,2200,2026-08-15T14:48:02.200,RAW,20.049,20.049,10,VALID,RAW,1,23,0,2200,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,23,2300,2026-08-15T14:48:02.300,RAW,20.067,20.067,10,VALID,RAW,1,24,0,2300,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,24,2400,2026-08-15T14:48:02.400,RAW,20.127,20.127,10,VALID,RAW,1,25,0,2400,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,25,2500,2026-08-15T14:48:02.500,RAW,20.024,20.024,10,VALID,RAW,1,26,0,2500,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,26,2600,2026-08-15T14:48:02.600,RAW,19.979,19.979,10,VALID,RAW,1,27,0,2600,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,27,2700,2026-08-15T14:48:02.700,RAW,20.061,20.061,10,VALID,RAW,1,28,0,2700,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,28,2800,2026-08-15T14:48:02.800,RAW,19.947,19.947,10,VALID,RAW,1,29,0,2800,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,29,2900,2026-08-15T14:48:02.900,RAW,20.037,20.037,10,VALID,RAW,1,30,0,2900,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,30,3000,2026-08-15T14:48:03.000,RAW,20.057,20.057,10,VALID,RAW,1,31,0,3000,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,31,3100,2026-08-15T14:48:03.100,RAW,20.019,20.019,10,VALID,RAW,1,32,0,3100,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,32,3200,2026-08-15T14:48:03.200,RAW,20.073,20.073,10,VALID,RAW,1,33,0,3200,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,33,3300,2026-08-15T14:48:03.300,RAW,19.986,19.986,10,VALID,RAW,1,34,0,3300,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,34,3400,2026-08-15T14:48:03.400,RAW,20.128,20.128,10,VALID,RAW,1,35,0,3400,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
