boot_id,msg_seq,dev_ts_ms,host_ts,mode,raw_m,est_m,fps,meas_status,track_state,has_estimate,consecutive_valids,consecutive_invalids,last_good_ts_ms,restart_count,system_error,rate_mps,predicted_m,residual_m,rejected_by_gate,reject_reason,estimator_mode,test_id,cfg_alpha,cfg_beta,cfg_gate_m,cfg_min_dt_s,cfg_max_reject,cfg_preset_id,predict_hold_count,fw_version,schema_version
boot_a1b2c3d4,0,0,2026-08-15T14:30:00.000,RAW,10.069,10.069,10,VALID,RAW,1,1,0,0,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,1,100,2026-08-15T14:30:00.100,RAW,10.029,10.029,10,VALID,RAW,1,2,0,100,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,2,200,2026-08-15T14:30:00.200,RAW,9.965,9.965,10,VALID,RAW,1,3,0,200,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,3,300,2026-08-15T14:30:00.300,RAW,9.908,9.908,10,VALID,RAW,1,4,0,300,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,4,400,2026-08-15T14:30:00.400,RAW,10.062,10.062,10,VALID,RAW,1,5,0,400,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,5,500,2026-08-15T14:30:00.500,RAW,10.029,10.029,10,VALID,RAW,1,6,0,500,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,6,600,2026-08-15T14:30:00.600,RAW,10.048,10.048,10,VALID,RAW,1,7,0,600,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,7,700,2026-08-15T14:30:00.700,RAW,10.103,10.103,10,VALID,RAW,1,8,0,700,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,8,800,2026-08-15T14:30:00.800,RAW,9.928,9.928,10,VALID,RAW,1,9,0,800,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,9,900,2026-08-15T14:30:00.900,RAW,9.963,9.963,10,VALID,RAW,1,10,0,900,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,10,1000,2026-08-15T14:30:01.000,RAW,10.003,10.003,10,VALID,RAW,1,11,0,1000,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,11,1100,2026-08-15T14:30:01.100,RAW,9.969,9.969,10,VALID,RAW,1,12,0,1100,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,12,1200,2026-08-15T14:30:01.200,RAW,10.007,10.007,10,VALID,RAW,1,13,0,1200,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,13,1300,2026-08-15T14:30:01.300,RAW,10.044,10.044,10,VALID,RAW,1,14,0,1300,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,14,1400,2026-08-15T14:30:01.400,RAW,9.934,9.934,10,VALID,RAW,1,15,0,1400,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,15,1500,2026-08-15T14:30:01.500,RAW,9.955,9.955,10,VALID,RAW,1,16,0,1500,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,16,1600,2026-08-15T14:30:01.600,RAW,10.079,10.079,10,VALID,RAW,1,17,0,1600,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,17,1700,2026-08-15T14:30:01.700,RAW,10.011,10.011,10,VALID,RAW,1,18,0,1700,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,18,1800,2026-08-15T14:30:01.800,RAW,9.933,9.933,10,VALID,RAW,1,19,0,1800,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,19,1900,2026-08-15T14:30:01.900,RAW,9.94,9.94,10,VALID,RAW,1,20,0,1900,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,20,2000,2026-08-15T14:30:02.000,RAW,10.062,10.062,10,VALID,RAW,1,21,0,2000,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,21,2100,2026-08-15T14:30:02.100,RAW,10.033,10.033,10,VALID,RAW,1,22,0,2100,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,22,2200,2026-08-15T14:30:02.200,RAW,10.024,10.024,10,VALID,RAW,1,23,0,2200,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,23,2300,2026-08-15T14:30:02.300,RAW,10.049,10.049,10,VALID,RAW,1,24,0,2300,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,24,2400,2026-08-15T14:30:02.400,RAW,9.983,9.983,10,VALID,RAW,1,25,0,2400,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,25,2500,2026-08-15T14:30:02.500,RAW,10.064,10.064,10,VALID,RAW,1,26,0,2500,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,26,2600,2026-08-15T14:30:02.600,RAW,10.101,10.101,10,VALID,RAW,1,27,0,2600,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,27,2700,2026-08-15T14:30:02.700,RAW,9.987,9.987,10,VALID,RAW,1,28,0,2700,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,28,2800,2026-08-15T14:30:02.800,RAW,10.016,10.016,10,VALID,RAW,1,29,0,2800,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,29,2900,2026-08-15T14:30:02.900,RAW,9.985,9.985,10,VALID,RAW,1,30,0,2900,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,30,3000,2026-08-15T14:30:03.000,RAW,0,,10,INVALID,RAW,0,0,30,2900,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,31,3100,2026-08-15T14:30:03.100,RAW,9.975,9.975,10,VALID,RAW,1,32,0,3100,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,32,3200,2026-08-15T14:30:03.200,RAW,9.915,9.915,10,VALID,RAW,1,33,0,3200,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,33,3300,2026-08-15T14:30:03.300,RAW,10.072,10.072,10,VALID,RAW,1,34,0,3300,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,34,3400,2026-08-15T14:30:03.400,RAW,10.031,10.031,10,VALID,RAW,1,35,0,3400,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,35,3500,2026-08-15T14:30:03.500,RAW,10.136,10.136,10,VALID,RAW,1,36,0,3500,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,36,3600,2026-08-15T14:30:03.600,RAW,9.978,9.978,10,VALID,RAW,1,37,0,3600,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,37,3700,2026-08-15T14:30:03.700,RAW,9.916,9.916,10,VALID,RAW,1,38,0,3700,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,38,3800,2026-08-15T14:30:03.800,RAW,10.102,10.102,10,VALID,RAW,1,39,0,3800,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,39,3900,2026-08-15T14:30:03.900,RAW,10.023,10.023,10,VALID,RAW,1,40,0,3900,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,40,4000,2026-08-15T14:30:04.000,RAW,10.098,10.098,10,VALID,RAW,1,41,0,4000,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,41,4100,2026-08-15T14:30:04.100,RAW,10.07,10.07,10,VALID,RAW,1,42,0,4100,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,42,4200,2026-08-15T14:30:04.200,RAW,9.985,9.985,10,VALID,RAW,1,43,0,4200,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,43,4300,2026-08-15T14:30:04.300,RAW,0,,10,INVALID,RAW,0,0,30,4200,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,44,4400,2026-08-15T14:30:04.400,RAW,10.049,10.049,10,VALID,RAW,1,45,0,4400,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,45,4500,2026-08-15T14:30:04.500,RAW,10.029,10.029,10,VALID,RAW,1,46,0,4500,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,46,4600,2026-08-15T14:30:04.600,RAW,10.002,10.002,10,VALID,RAW,1,47,0,4600,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
boot_a1b2c3d4,47,4700,2026-08-15T14:30:04.700,RAW,10.031,10.031,10,VALID,RAW,1,48,0,4700,0,0,,,,0,,RAW_ONLY,9000,,,,0.1,,RAW,0,0.3.1,3
